Character,Name,Chinese,English
,主持人,欢迎你们来到一年一度的汐斯塔黑曜石节！
,主持人,汐斯塔！让我听到你们的声音！！
,观众,（狂热的欢呼声）
avg_npc_017_3#4,主持人,无论你是什么种族，从哪个城市来，从今天开始，抛弃自己的身份，忘掉所有的烦恼！
avg_npc_017_3#4,主持人,黑曜石节日需要的是每一个人的参与！！融入！！
avg_npc_017_3#4,主持人,把你们每个人的手都举到最高，让我能看到你们每一个人！
,观众,（狂热的欢呼声）
avg_npc_017_3#4,主持人,老规矩，今年我们也会选出我们黑曜石节的最受欢迎艺人！！
avg_npc_017_3#4,主持人,所以，在狂欢之余，也别忘了给自己最喜欢的音乐艺人进行<color=#ee4321>投票</color>。
avg_npc_017_3#4,主持人,注意！你<color=#ee4321>只有一次机会</color>做出选择，选择的结果将不会有机会做变更。
avg_npc_017_3#4,主持人,但是也请不要担心，投票结果的高低都<color=#ee4321>不会影响</color>大家获得的奖励！
avg_npc_017_3#4,主持人,我们将会为完成所有任务的支持者送出由赞助商“C4ord”提供的限定音乐设备。
avg_npc_017_3#4,主持人,只要你做出了选择并<color=#ee4321>完成了所有里程碑任务</color>，你将获得你所投票艺人对应的限定音乐设备！
,观众,噢噢噢噢噢噢！
avg_npc_017_3#4,主持人,所以，请不要犹豫，为你最喜欢的艺人投上宝贵的一票吧！
avg_npc_017_3#4,主持人,那么接下来，做出你的选择！！告诉我，你最爱的音乐艺人到底在哪里！！
