Character,Name,Chinese,English
,大鲍勃,咕......
,整合运动,这家伙是个瘸的！先解决掉他！
avg_npc_010,大鲍勃,格拉尼！继续耗下去，我们全得交代在这儿了！
char_220_grani#5,格拉尼,就算你这么说！
avg_npc_010,大鲍勃,快！带着可萝尔走！
avg_npc_010,大鲍勃,我受了伤，会拖慢你们的速度！
avg_npc_010,大鲍勃,之后我会找办法和你们会合的！走！
char_220_grani#5,格拉尼,——
char_220_grani#5,格拉尼,说好了，记得要来拿你的那份！
avg_npc_010,大鲍勃,......哼。
avg_npc_010,大鲍勃,快走！
char_1002_nsabr_1,整合运动,她们跑了！
avg_npc_010,大鲍勃,你们的敌人是我！
char_220_grani#5,格拉尼,......交战的声音似乎平息下来了。
char_220_grani#5,格拉尼,但是抱歉，可萝尔，现在我们没有休息的时间，还得快走才行。
avg_npc_003,可萝尔,没事......那个，鲍勃先生他，不知道怎么样了......！
char_220_grani#4,格拉尼,可能，要给他一些时间吧。
avg_npc_003,可萝尔,给他些时间......？你是说——
avg_npc_003,可萝尔,啊！
char_220_grani#5,格拉尼,可萝尔！你没事吧？
avg_npc_003,可萝尔,抱歉，被这个树根绊了一下......
char_220_grani#5,格拉尼,来，拉住我的手。
avg_npc_003,可萝尔,......谢谢你。
char_220_grani#5,格拉尼,能走吗？
avg_npc_003,可萝尔,......没事的，只是擦伤。就像你说的，我们还是别停下脚步比较好......
avg_npc_003,可萝尔,只要穿过森林就是莫拉蒂山的山脚下了，我们得进入半山腰第二个洞窟。
char_220_grani#5,格拉尼,只能从洞口进去吗？
avg_npc_003,可萝尔,是的，里面还有很多岔路和暗道，不过我知道该怎么走。宝藏就在洞窟的最深处。
char_220_grani#5,格拉尼,嗯。这样的话......
avg_npc_003,可萝尔,咦？好、好可怕的声音......远处有什么爆炸了吗......？
char_220_grani#5,格拉尼,仔细听，还有呐喊和惨叫。
char_220_grani#5,格拉尼,是战斗的声音。还没结束。
char_220_grani#5,格拉尼,......可萝尔，你害怕吗？
avg_npc_003,可萝尔,我——
avg_npc_003,可萝尔,......我很害怕。
avg_npc_003,可萝尔,但是，为了让我的村子平静下来，让我们的土地重归安宁......我也有一定要去做的事。
char_220_grani#4,格拉尼,是吗……
char_220_grani#4,格拉尼,你真坚强啊。
avg_npc_003,可萝尔,欸？
char_220_grani#5,格拉尼,没事。事不宜迟，我们继续前进吧。
