Character,Name,Chinese,English
char_348_ceylon_4#4,锡兰,穿过市民广场，那栋最高的建筑就是市政厅了。
avg_NPC_017_3,D.D.D.,分会场的大家你们还好吗！！感谢你们来到这里，我是D.——D.——D.————！
,观众,（震天的欢呼声）
avg_NPC_017_3,D.D.D.,在这炎炎夏日，各位聚集在这里的目的想必都是一样的，那就是——
,观众,音——乐——！
avg_NPC_017_3#2,D.D.D.,我没有听到你们在说什么？！用你们最大的音量，让整个汐斯塔都听到，你们想要什么！！！
,观众,音————乐————！！！
avg_NPC_017_3,D.D.D.,那么——举起你们的双手！准备出发！！
char_348_ceylon_4#4,锡兰,黑曜石节期间，这是每天都有的事。毕竟音乐会可是黑曜石节上大家最喜爱的部分之一。
char_348_ceylon_4#4,锡兰,主LIVE到晚上才会在加里森游乐园的最大舞台举办，白天的时候也会在各个地区开展小型的现场活动。
PLAYER,我已经热血沸腾了！
PLAYER,这样的音乐有点猛烈......
char_348_ceylon_4#4,锡兰,哈哈，我也这么觉得，我在维多利亚留学时，更喜欢古典和优雅的音乐。
char_348_ceylon_4#4,锡兰,虽然黑曜石节也有请到那样的音乐艺人，不过实际上如你们所见，还是这种音乐更能吸引游客。
char_348_ceylon_4#4,锡兰,应该是这些年流行起来的吧，我小的时候，爵士还是主流呢。
char_348_ceylon_4#4,锡兰,我最喜欢在第二大道上待着，带上几本我最喜欢的书，我就能在那里的咖啡馆坐上一天。
char_348_ceylon_4#4,锡兰,听着音乐，喝着一杯绿茶，吹着海风。
char_348_ceylon_4#4,锡兰,我在那个时候就开始相信了，汐斯塔一定是这世界上最棒的城市。
PLAYER,看来你也爱着这个地方呢。
char_348_ceylon_4#6,锡兰,当然！这里有我重要的家人，我重要的支柱。
char_348_ceylon_4#6,锡兰,除开爸爸以外，还有一位对我来说很重要的人也在市政厅工作。
char_348_ceylon_4#6,锡兰,一会儿应该也能见到她。有了她的帮助，让其他人理解事情的严重性肯定会轻松很多！
PLAYER,听起来你很信任她？
PLAYER,是你的母亲吗？
