Character,Name,Chinese,English
,？？？,火山监测站那边的样本数据已经调出来了，请您查看一下。
,女性的声音,直接告诉我结果吧。
,？？？,那边的人说样本的温度还没超过今年的最高温度。
,？？？,而且比过去三年的峰值还低不少。蒸汽状况也正常。
,？？？,所以......
,女性的声音,所以?
,？？？,所以监测站那边判断火山并不会有什么异常，再次驳回了您的公告请求，市长也......
,女性的声音,开什么玩笑！！
,女性的声音,虽然方法简陋了一些，但我手头的样本明显有问题。
,女性的声音,去年那个时候，火山的状况就已经很危险了！
,女性的声音,但是他们一点警告都没有准备，甚至是新闻都没有！一点都没有！！
,？？？,锡兰小姐，请、请您冷静点。
,？？？,如果监测站说没有异常，那我们采取任何行动都不会有人相信。
,锡兰,......抱歉。
,锡兰,观测站的样本数据可靠吗？
,？？？,说实话汐斯塔市政厅对这方面一直不是很重视，也许检测仪器真的出了点问题。
,锡兰,那火山可能会发生异常的事实也会因此被掩盖。
,？？？,所以，下一步您打算怎么做？
,锡兰,现在的现象并不能用我所学到的专业知识解释，如果通过机构里的人无法得到正确的报告，就要依靠外人了。
,锡兰,如今情况还算稳定，我们还有时间。能花点时间从这些游客里找到专业人员吗？
,锡兰,虽然不能奢望能找到合适的人，更不能指望他们能给出结论，但是这是我们最后的机会了......
,锡兰,已经有不少赶在这个时候来到汐斯塔的游客了。
,锡兰,毕竟，马上就是黑曜石节举办的时间了，再不采取行动的话就来不及了。
,,10:10 A.M.  天气/晴
,,汐斯塔
,广播,亲爱的旅客，您好，欢迎在一年一度的黑曜石节期间来到汐斯塔市。
,广播,既然选择了来我们汐斯塔度假消暑，那么这座城市就一定不会让您失望！
,广播,在这里，炎热会变成高涨的热情，您将会忘记一切不快和疲劳，彻底沉醉于汐斯塔市这个迷人的城市！
,广播,而今年的汐斯塔有的可不仅仅是碧海蓝天、阳光沙滩，还有盛大召开的黑曜石节！
,广播,持续半个月的黑曜石节中，除了美食和娱乐，全天开放的一切娱乐活动，还有我们最为盛大的全城音乐节！
,广播,我们请到了各地的音乐大咖作为我们的特别嘉宾，带来这最热烈的音乐盛典！
,广播,在节日持续日期中，我们特意为大家准备了各项免费设施和活动，大家可以按照喜好进行游玩！
,广播,在市民广场上，“摇滚派对”和无限供应的汐斯塔自产啤酒是绝对的主角！
,广播,放开一切，跟随着鼓点尽情舞动。
,广播,想要享受悠扬？前往第二大道的赫尔曼大酒店门前广场，那里是爵士的天堂。
,广播,无限制无规则，只要你愿意，你就能融入！
,广播,座落在城东火山脚下的加里森游乐场，在继续24小时免费开放的同时，搭建了城中最大的音乐舞台。
,广播,除开每天的固定表演，我们还迎来了众多神秘嘉宾，是喜欢说唱文化的您绝对不容错过的存在。
,广播,除此之外，也还有众多演出伴随着我们的各项活动分布在全城，等待着您的到来。
,广播,请各位前往在各个路口岗哨处的STAFF人员处领取黑曜石节特制城市地图。
,广播,我们为您标注了节日期间，市内所有演出的地点与时间，方便您提前规划路线与行程。
,广播,狂欢之际，大家也要注意天气。
,广播,今天的气温高达36度，是入夏以来最热的一天。出行期间，请注意防晒，避免中暑。
,广播,祝大家玩得愉快！
char_002_amiya_1#2,阿米娅,不愧是专门的旅游度假都市汐斯塔，气氛真是高涨呢。
PLAYER,没想到会这么热闹。
PLAYER,竟然会举办这么大型的活动。
char_002_amiya_1#2,阿米娅,我也没有想到！
char_002_amiya_1#2,阿米娅,在来之前我们都没猜到这里这么特别，本来还以为是个普通的海边小城。
char_002_amiya_1#2,阿米娅,多亏了给我们推荐这里的凯尔希医生了。
char_003_kalts_1,凯尔希,......这地方我没有什么兴趣，你们去就可以了。
char_017_homura_3#1,煌,等等我！我也想去。
char_003_kalts_1,凯尔希,站住。你的伤还没好，不准走。
PLAYER,我也不讨厌这样的地方。
PLAYER,真是积极的推荐手法。
char_002_amiya_1#10,阿米娅,博士能喜欢这里那就最好了。
char_002_amiya_1#10,阿米娅,这段时间遇到了太多事情，博士也辛苦了。
char_002_amiya_1#10,阿米娅,这次，有不少罗德岛的干员们也都一起过来了，趁这个机会好好放松一下吧。
char_002_amiya_1#6,阿米娅,啊，博士，你看那边，有人在露天弹钢琴。
char_002_amiya_1#6,阿米娅,那边有人在弹吉他，还有小提琴，哇，跳舞的也有......
char_002_amiya_1#6,阿米娅,让我想起以前天天练习演奏的日子。
char_002_amiya_1#2,阿米娅,整条街上的气氛都跟刚才的海滩完全不同。
char_002_amiya_1#2,阿米娅,第一见到这么多喜欢演奏的人，果然让人很想融入他们呢。
PLAYER,阿米娅把小提琴带来了吗？
char_002_amiya_1#2,阿米娅,啊没有没有，我并不是这个意思。我并不是说自己要去加入他们！
char_002_amiya_1#2,阿米娅,可能要完全恢复到之前的水平，我还要重新练一练才行。
PLAYER,可是阿米娅现在也不输他们啊。
char_002_amiya_1#10,阿米娅,哪，哪里有啊！
char_002_amiya_1#10,阿米娅,不过，博士能这么说，我好高兴。
char_002_amiya_1#2,阿米娅,咦，空？
char_101_sora_summer,空,啊，博士，阿米娅，早上好，没想到你们也到第二大道来了！
char_002_amiya_1#2,阿米娅,早上好，没想到空也喜欢爵士乐的街道。
char_002_amiya_1#2,阿米娅,还以为你会更喜欢都市派的音乐呢。
