Character,Name,Chinese,English
char_130_doberm_ex,杜宾,可恶......
char_130_doberm_ex,杜宾,这里，究竟怎么了？
char_130_doberm_ex,整合运动成员,这边的屋子，也都给我搜干净！
char_130_doberm_ex,女性,放开他......不！你们......
char_130_doberm_ex,整合运动成员,反抗？太迟了！可恨的切尔诺伯格人！
char_130_doberm_ex,男性,快跑！不要管我......孩子就......
char_130_doberm_ex,孩童,妈妈......妈妈......！
char_130_doberm_ex,乌萨斯军警,别管平民！先把阵线守住！这些面具混蛋，人实在是太多了！
char_130_doberm_ex,整合运动成员,别让军警闲着！继续打！
char_130_doberm_ex,乌萨斯军警,增援怎么还没到！我们要......
char_130_doberm_ex,整合运动成员,上啊，上啊！！
char_002_amiya_1#5,阿米娅,怎么回事......？！为什么，为什么整合运动会......
char_130_doberm_ex,杜宾,遮遮掩掩这么多年，还是露出本性了吗？
char_016_medic,医疗干员,感，感染者......在袭击乌萨斯人......
char_013_riop,近卫干员,为，为什么！感染者这样去骚扰乌萨斯政府的话，会死无葬身之地的......！
char_130_doberm_ex,杜宾,不，他们的攻势相当猛烈。这绝对是有预谋的行动。
char_130_doberm_ex,杜宾,之前我们救出博士的位置，相当机密......就连那里都被他们渗入了。
char_130_doberm_ex,杜宾,可能切尔诺伯格各处，都已经遭到了整合运动的袭击。
char_013_riop,近卫干员,啊......这，怎么会......
char_002_amiya_1#7,阿米娅,嘘！
,整合运动成员A,还有逃脱的切尔诺伯格人吗？
,整合运动成员B,我在搜！
,整合运动成员A,一个也别漏掉！
,整合运动成员A,切尔诺伯格的冷血动物......刻在我父辈身上的痛苦，这次，就让我全都还给你们！
char_016_medic,医疗干员,（咳......）
,整合运动成员A,什么声音？
,整合运动成员B,在那里！
char_016_medic,医疗干员,（唔！）
char_016_medic,医疗干员,（他，他们，发......）
char_130_doberm_ex,杜宾,（安静！）
char_016_medic,医疗干员,（唔......！）
,女性,......呜......
,整合运动成员A,在这儿！找到了！
,女性,......呜哇哇哇！！！
,女性,啊！不，别......
,整合运动成员B,......！
,整合运动成员B,躲在巷子里？
,整合运动成员B,出来。
,女性,啊，啊啊......！
,整合运动成员B,躲在那里，就有用吗......
,女性,对，对不起！对不起啊！！至少，至少饶了我的儿子！！
,整合运动成员B,......
char_002_amiya_1#7,阿米娅,......我们应该，立刻突袭整合运动。
char_130_doberm_ex,杜宾,......阿米娅......
char_002_amiya_1#7,阿米娅,我知道有风险，杜宾教官。
char_002_amiya_1#7,阿米娅,只是，等这些整合运动解散后再行动......会耗费大量时间。
char_002_amiya_1#7,阿米娅,何况，谁知道现在的状况，会持续到什么时候......
char_002_amiya_1#7,阿米娅,那么，就应该迅速击溃敌人并转移。我说的，没错吧？
char_130_doberm_ex,杜宾,——————
char_130_doberm_ex,杜宾,明白了，我服从你的命令。
char_130_doberm_ex,杜宾,各小组，听好。
char_130_doberm_ex,杜宾,这些整合运动，还没有意识到我们的存在。
char_130_doberm_ex,杜宾,记住，果断、迅速地解决掉！
char_130_doberm_ex,杜宾,Dr.{@nickname}，调集队伍吧，现在是你证明自己的时候了。
char_130_doberm_ex,杜宾,现在的局势，可不允许我们有所保留。
,PLAYER,早就该交给我了！
,PLAYER,......
,PLAYER,简单，我会轻松解决的。
char_130_doberm_ex,杜宾,呵。
char_130_doberm_ex,杜宾,阿米娅，看你的了。
char_130_doberm_ex,阿米娅,我明白。
char_130_doberm_ex,阿米娅,......“如果争端能够避免，那我们应当沉默——
char_130_doberm_ex,阿米娅,——如果战斗是必要的，那就战斗到最后！”
char_130_doberm_ex,阿米娅,罗德岛的信条......从来没有改变过！
